CC12CN3C1C(C#N)C32	0	5 49 91 134 160 302 367 472 610 674 768 782 790 855 926 935 1019 1057 1060 1221 1384 1402 1477 1652 1662 1678 1977 2008 2012 2039
CC1(C#N)N2CC1(O)C2	0	91 108 134 302 324 659 674 770 782 790 807 926 935 1057 1060 1080 1106 1122 1277 1365 1384 1387 1440 1652 1682 1879 1902 1912
C#CC(C)(C#N)C#N	0	91 114 169 390 673 674 707 786 790 883 909 915 1057 1093 1177 1366 1384 1411 1584 1652
N#CCC12CN(C1)C2	0	12 80 302 413 517 674 762 778 782 790 926 935 1060 1089 1148 1193 1384 1572 1573 1652 1672 2027
N#CC(=O)CO	0	80 82 207 214 303 635 650 674 698 706 790 803 807 1148 1179 1365 1384 1652 1917
O=C=NCCCCN=C=O	0	3 80 335 339 507 545 650 674 725 762 917 1016 1148 1290 1299 1531 1652 1824
C#CC(O)(C#N)C#N	0	54 67 114 169 200 345 390 554 558 674 790 807 883 915 1365 1366 1384 1411 1652 1735
c1ccc(/N=N/c2ccccc2)cc1	0	12 30 99 323 363 725 931 1022 1073 1380 1652 1656 1680 1826 1854 1873 1911 2038
N#CCC(=N)OC=O	0	80 96 141 313 335 359 393 436 535 570 623 650 674 694 695 790 807 860 1004 1089 1148 1277 1320 1353 1384 1437 1478 1652 1761
C#CC#CC=O	0	169 367 372 390 417 553 650 674 694 718 819 915 1004 1020 1038 1151 1478 1652 1815 1842 2007
CN(C)S(=O)(=O)c1ccc(NC=C(C#N)C#N)cc1	0	66 91 191 220 272 319 350 363 431 454 486 522 650 674 686 694 763 790 803 807 815 881 904 969 1037 1049 1057 1073 1088 1152 1232 1380 1384 1392 1476 1478 1621 1632 1652 1696 1749 1808 1870 1873 1894 1932 1966
CNC1C[C-](C#[NH+])C1=O	0	49 91 102 194 302 314 428 647 650 671 674 682 686 728 833 926 994 1019 1030 1048 1057 1100 1131 1152 1333 1371 1380 1438 1488 1502 1504 1557 1578 1652 1813 1871 1932
CCCC(C#N)CCC	0	1 25 80 81 91 202 382 674 738 790 855 884 995 1057 1083 1148 1369 1384 1580 1652 1727 1839 1970
O=C1C=C2CC3C1C23	0	27 32 49 57 302 314 363 502 637 650 699 723 819 926 1017 1019 1380 1419 1463 1540 1559 1583 1652 1680 1774 1811 1873 1931
O=C1CC2CCCOC12	0	49 107 263 292 302 314 331 357 370 388 442 575 622 650 656 658 802 819 926 967 1007 1019 1027 1094 1213 1227 1322 1380 1455 1497 1652 1866 1913
CCN(CC)CCCN=C(N)N	0	80 91 151 231 244 251 351 434 449 725 732 757 762 807 881 921 1057 1059 1090 1119 1148 1171 1281 1450 1485 1526 1531 1626 1652 1740 1744 1839 1887 1961 2004
C#CCC12CC(O)(C1)C2	0	36 80 89 169 302 390 401 477 550 562 674 686 807 856 915 926 950 995 1060 1148 1193 1217 1365 1536 1572 1652 1746 1912 1927 1942
CCCC#CC#CC#N	0	45 61 80 91 108 132 151 202 226 585 668 674 767 785 790 1020 1057 1148 1384 1533 1597 1621 1652 1794 1839 1885 1970 2031
CC1(C)C2C3OC2C31	0	49 91 134 270 549 608 616 656 1019 1057 1060 1292 1639 1640 1652 1749 1779 1796 1921 1943
CC(C)(C)C#CC#N	0	91 114 224 240 674 746 753 767 790 879 909 1020 1057 1384 1568 1613 1652 1794 1825 1901
C#CC(O)C(O)C#C	0	1 169 280 286 339 390 620 674 807 900 915 1083 1365 1428 1457 1652 1851 1922
N#CC#CC#CC#N	0	108 132 674 767 790 1020 1384 1597 1794 1813
CC12CCC(C)(OC1)O2	0	72 91 107 134 142 155 239 302 486 572 577 623 656 667 675 791 926 966 1017 1044 1057 1060 1158 1345 1652 1685 1730 1798 1994
CC(N)C(N)C#N	0	1 91 236 457 532 616 674 790 1057 1083 1171 1253 1265 1369 1384 1566 1652 1673 1758 1805 1960 1961
C#CCCC(C)(O)C#N	0	67 80 91 114 169 200 390 538 550 585 641 674 692 751 790 803 807 881 909 915 950 1028 1057 1148 1365 1366 1384 1445 1459 1652 1848 1885
CCC1=C2CC3C(C1)C23	0	27 49 80 91 302 435 450 453 703 782 787 819 821 872 916 926 1019 1057 1073 1095 1097 1100 1126 1148 1256 1380 1463 1550 1586 1613 1652 1839
CN1C2C3CC(C)(C3)C21	0	1 49 91 134 183 212 278 279 302 317 357 470 659 909 913 926 935 1019 1057 1060 1120 1221 1225 1372 1432 1454 1652 1722 1766 1863 1923
CC1C2N3CC3(C)C12C	0	1 38 49 91 108 134 185 272 302 478 608 663 782 804 854 890 926 933 935 1019 1048 1057 1060 1100 1221 1304 1328 1400 1573 1652 1995
COC(=O)C1=C(C)N(c2ccccc2)/C(=C/c2ccco2)C1=O	0	8 24 91 99 145 210 314 330 346 352 353 363 373 379 465 539 557 650 656 659 688 694 695 697 807 859 935 953 954 996 1037 1044 1057 1073 1089 1137 1152 1160 1205 1231 1233 1285 1305 1336 1375 1380 1404 1476 1478 1569 1652 1656 1686 1757 1794 1816 1825 1873 1917 1926 1975 1992 2029 2038
CN1C(=O)C2CC21	0	5 36 49 91 195 302 314 472 544 650 844 878 926 935 1007 1019 1057 1241 1296 1308 1380 1639 1652 1714 1863
C#CC#CC#CCCO	0	80 132 151 169 192 207 297 367 390 553 561 576 585 674 785 807 814 888 915 997 1020 1148 1151 1191 1255 1365 1629 1652 1885 1925 2031
N=c1occ(C2CO2)o1	0	49 55 219 229 302 363 384 420 623 656 688 772 802 897 926 959 981 1019 1100 1129 1233 1294 1358 1380 1437 1604 1652 1687 1722 1873 1880 1923 1926
C#CC#CCC#CC#N	0	80 151 157 162 169 278 303 367 390 471 553 586 674 706 767 790 854 915 1020 1148 1151 1384 1444 1597 1652 1677 1794
N#Cc1cscc1C#N	0	361 363 637 674 675 718 790 1083 1136 1380 1384 1424 1652 1661 1662 1769 1862 1873 2023
N#CC(O)CC(=N)O	0	1 80 126 137 141 187 215 273 623 674 769 790 792 807 993 1083 1148 1226 1277 1365 1369 1384 1437 1457 1580 1622 1652 1919 1998
O=CC1CCC(O)C1	0	49 106 247 302 388 414 419 650 694 807 926 1004 1007 1019 1187 1341 1365 1478 1571 1652 1677 1692 1750 1823 1942
C#CC(O)C(O)C1CO1	0	1 49 169 177 280 302 390 620 656 674 802 807 897 900 915 926 1019 1083 1136 1166 1365 1428 1457 1541 1545 1652 1712 1732 1737 1801 1922 1951 1992
Nc1cc(N)cc(N)c1	0	329 363 611 888 1171 1380 1538 1652 1700 1805 1835 1840 1873 1961
C#CC(O)CCC#N	0	1 80 169 390 590 674 790 807 855 900 915 950 962 1083 1089 1148 1226 1276 1351 1365 1369 1384 1428 1450 1457 1652 1854 1885 1988 1998
OCC1=C2CC3C(C1)C23	0	27 49 80 207 232 302 450 586 703 782 807 811 819 835 872 916 926 1019 1035 1073 1095 1097 1100 1148 1365 1380 1463 1575 1586 1621 1652 1712
CC1C2N1CC21NC1C	0	5 38 49 50 91 239 302 387 588 704 728 773 782 926 935 946 1019 1057 1060 1114 1221 1262 1354 1447 1548 1592 1613 1652 1732 1738 1901 1938 2014
N#CC1OCCO1	0	15 49 127 263 302 472 616 653 656 674 790 802 882 926 1019 1384 1612 1652 1848
CC#CC#CC1(C)CO1	0	91 134 286 302 351 384 387 623 656 674 926 931 963 964 1017 1020 1057 1060 1163 1166 1538 1608 1625 1646 1652 1685 1700 1818 2027
CCCC(C#N)OC	0	1 80 91 164 174 202 222 612 674 695 790 855 995 1057 1083 1148 1153 1213 1306 1351 1369 1384 1458 1652 1659 1757 1839 1947 1970
CC(N)(C#N)C#CC#N	0	52 91 114 224 499 578 674 759 767 790 909 934 973 1020 1057 1171 1195 1366 1384 1652 1794 1825 1918 1961
CC(=O)C#N	0	91 285 650 674 790 803 807 1057 1384 1450 1621 1652 1917 1978 2012
N#CCOc1cnno1	0	23 50 80 88 248 281 363 378 415 588 656 674 695 790 803 933 1037 1089 1148 1163 1218 1380 1384 1452 1483 1652 1684 1745 1855 1873 1940 1952 1973
CC(C)(C#N)C#N	0	69 91 114 674 790 909 1057 1182 1366 1384 1648 1652 1656
N#CCC1=CCC(O)=N1	0	80 108 137 189 272 302 363 378 519 576 595 614 625 674 790 807 896 926 927 1064 1080 1089 1137 1148 1166 1349 1365 1380 1384 1468 1652 1873 1917 1941 2006
C#CC#CC(C)(C)C	0	91 114 169 224 367 390 425 553 674 746 753 909 915 1020 1057 1151 1380 1554 1568 1613 1652 1901 1902
C#CC#CC#CC(C)O	0	1 23 46 91 132 169 297 324 359 367 376 390 553 561 576 668 674 807 915 1020 1057 1083 1151 1169 1204 1365 1457 1482 1629 1652 1673 1991
COc1ccc(-c2nc3cnc(N4CCNCC4)nc3n(C)c2=O)cc1	0	19 60 82 91 106 220 289 302 306 314 316 322 323 332 363 369 378 407 452 465 498 504 512 564 576 588 650 695 732 856 873 926 935 957 1057 1073 1090 1097 1114 1160 1171 1256 1282 1298 1321 1354 1380 1407 1452 1456 1475 1536 1562 1652 1690 1696 1730 1757 1763 1768 1780 1806 1855 1863 1873 1887 1934 1938 1940 2039
N#CCC1(O)CC1	0	80 192 302 413 619 674 736 790 807 926 1060 1089 1148 1268 1345 1365 1384 1572 1599 1652 1672 1912
N#C[S-]	-1	34 674 790 1384 1570 1593
C1NC1C12CCC1N2	0	49 239 281 302 350 369 387 388 404 422 425 482 683 872 926 968 1000 1019 1060 1114 1228 1345 1592 1652 1897 1938
CC(C#N)C#N	0	1 91 375 674 790 982 1017 1057 1083 1295 1369 1384 1652 1673
CCC(O)=NC(=N)CO	0	80 91 126 141 161 180 193 207 623 674 706 720 725 770 807 1057 1099 1148 1179 1258 1305 1365 1393 1437 1627 1652 1749 1802 1839 1848 1918 1950 2026
C#CC1(C)CC1	0	91 117 134 169 302 390 465 674 738 760 909 915 926 1037 1057 1060 1294 1345 1437 1652
C1CCC2(CC1)CO2	0	218 239 249 302 611 622 623 656 717 819 926 935 955 996 1017 1060 1131 1345 1652
N#CC1(O)CC1	0	302 674 731 790 807 926 965 1022 1060 1345 1365 1384 1440 1652 1719 1794 1912
N#CN=C(N)N	0	213 231 351 357 674 725 735 790 807 986 1119 1171 1384 1450 1652 1766 1961
N#CCC1(C#N)CO1	0	80 302 623 656 674 747 790 874 926 1017 1060 1075 1089 1148 1384 1440 1554 1572 1652 1672 1815 1850
CC1(C)OC1(C#N)C#N	0	5 91 134 656 674 790 915 1057 1060 1298 1314 1384 1440 1596 1598 1652 1730 1754 1785
Fc1ccc(N=NN2CCCC2)cc1	0	4 28 84 113 222 278 302 363 369 425 473 544 562 571 590 622 699 725 782 926 931 935 1073 1166 1236 1380 1652 1661 1670 1820 1854 1873 1887 1911 1928
COc1ccc(C2CC(=O)C(=CNCCO)C(=O)C2)cc1OC	0	49 80 91 97 129 158 207 251 261 302 314 363 414 555 560 568 650 694 695 751 807 808 819 888 923 926 938 939 953 963 990 997 1015 1019 1057 1073 1120 1148 1152 1279 1354 1365 1380 1477 1478 1490 1536 1560 1614 1652 1683 1688 1700 1735 1739 1757 1773 1775 1846 1859 1873 1921 1925 1932 1950 1966 1970 1987 1998
CC1(C)NC(C#N)C1N	0	49 58 78 91 128 134 147 472 591 674 731 748 785 790 866 1019 1022 1057 1060 1114 1171 1232 1384 1433 1592 1652 1810 1909 1938 1961 2031
C#CC(C#C)C(O)C#N	0	1 58 162 169 280 390 500 620 674 790 807 900 915 1028 1083 1125 1365 1369 1384 1428 1446 1457 1652 1781 1984
CN(C)C(=O)C#CC#N	0	91 93 454 464 650 666 674 767 790 807 881 914 1020 1057 1188 1244 1384 1652 1653 1693 1707 1749 1794 1882 1917 1927
CC1(C#N)COC1	0	91 117 134 142 302 523 616 623 656 674 760 790 866 926 1057 1060 1328 1384 1440 1652 1774
CCc1cnccn1	0	80 91 186 251 316 363 378 379 413 453 480 642 687 724 986 1057 1148 1184 1380 1452 1571 1603 1613 1652 1683 1767 1769 1839 1855 1873 1919
CC#CCCC#CC#N	0	59 80 86 91 151 351 384 403 585 674 767 790 854 890 918 1020 1057 1148 1166 1384 1516 1530 1652 1707 1794 1846 1885
OC1CC2C3OC2C3C1	0	27 49 302 389 414 656 795 807 926 937 1007 1019 1052 1292 1341 1365 1553 1571 1580 1652 1779 1838 1921 1942
Cn1c(=O)c(-c2ccccc2)nc2cnc(N3CCNCC3)nc21	0	19 60 82 91 99 106 109 220 289 302 306 314 316 323 332 363 369 376 378 407 465 504 512 564 576 588 650 732 856 873 926 935 957 1057 1073 1097 1114 1160 1171 1256 1298 1321 1325 1380 1407 1452 1475 1652 1656 1690 1696 1730 1763 1780 1786 1806 1855 1863 1873 1887 1934 1938 1940 2038
O=S1(=O)CS(=O)(=O)CS(=O)(=O)C1	0	207 238 302 379 469 650 926 948 1146 1362 1647 1652
OC1C2OC3C(O2)C13	0	49 435 504 505 515 656 807 915 1019 1037 1090 1092 1292 1341 1350 1365 1652 1779 1921 2013
N=C1OC2C3CC1CC32	0	27 46 49 189 297 302 414 444 446 623 624 656 688 750 926 932 989 1007 1017 1019 1292 1380 1437 1518 1652 1883 1980 1988
C#CC(C#C)C#CC#N	0	1 23 25 110 169 221 390 674 706 726 767 790 900 915 1020 1083 1234 1300 1384 1428 1652 1794 1933
CC1=C(C#N)C2CC1C2	0	49 91 227 239 269 302 310 379 414 507 591 599 625 674 790 926 999 1007 1019 1057 1069 1088 1136 1337 1380 1384 1463 1652
CN1CCC1(C)C#N	0	91 134 183 302 345 349 474 475 552 674 790 926 928 935 1057 1060 1216 1320 1345 1384 1388 1440 1542 1652 1863 1887 1888
N#CC(=O)C(=O)CO	0	23 80 98 207 650 674 706 715 744 790 803 807 999 1101 1148 1179 1211 1365 1384 1405 1652 1864 1917
CC1(O)C2N=C(O)C21C	0	49 91 106 134 193 340 378 379 479 688 723 789 807 1019 1057 1060 1064 1100 1358 1365 1380 1489 1652 1719 1815 1845 1867 1870 1876 1912 2002
N#CCN=CNCC#N	0	80 92 138 250 335 361 596 674 694 721 725 790 1051 1086 1089 1148 1152 1215 1244 1384 1401 1449 1453 1460 1478 1652 1921 1932 2041
C#CC#CC(=O)C#C	0	30 33 63 127 169 323 367 390 553 650 674 711 807 915 937 1020 1106 1151 1294 1332 1652 1693 1808 1874 1917
CC1NC12COC2C	0	38 49 50 91 120 239 302 387 446 623 656 728 802 926 946 1019 1057 1060 1109 1114 1148 1234 1425 1474 1592 1613 1652 1727 1938 1983
N#CC#CC=O	0	406 417 650 674 694 718 767 790 1004 1020 1038 1384 1434 1478 1652 1794 2007
S=C1NC(C=Cc2ccccc2)Nc2ccccc21	0	49 79 97 99 186 352 363 475 498 506 564 574 694 752 759 849 905 936 1019 1056 1073 1105 1114 1182 1351 1380 1401 1419 1452 1478 1555 1572 1577 1652 1656 1692 1717 1736 1764 1820 1838 1873 1896 1935 1938 1960 1982 2033 2038 2041
c1cnnnn1	0	135 186 281 363 378 616 699 966 1184 1199 1652 1873
CC(CCCC#N)=NO	0	5 30 80 91 97 285 312 545 591 674 680 725 732 762 790 807 932 1022 1057 1089 1148 1269 1310 1363 1365 1384 1652 1885 1919 1988 2013
N#CC(N)C(N)C#N	0	1 387 616 674 790 1083 1171 1253 1265 1369 1384 1652 1758 1961 1992
N#CC12C3OC4C(C41)C32	0	49 264 334 474 481 505 656 674 686 790 1019 1037 1060 1063 1292 1384 1440 1639 1652 1767 1905 1921 1926 1966 1970
N#CCC12CC(CO1)C2	0	49 80 229 279 286 302 340 341 351 514 656 674 790 897 913 926 1017 1019 1060 1089 1148 1382 1384 1402 1527 1572 1652 1672 1826 2033
O=CC1CC1O	0	49 302 575 650 694 807 852 926 945 1004 1007 1019 1341 1365 1449 1460 1478 1548 1652 1692 1695 1787
O=S(=O)(Nc1ccccn1)c1cccs1	0	48 122 128 263 269 350 363 378 481 502 650 651 672 675 694 723 1002 1073 1086 1099 1152 1184 1208 1230 1380 1414 1441 1452 1476 1511 1521 1523 1557 1567 1569 1572 1628 1652 1656 1708 1873 1919 1932 2021
C#CC(C)(C#C)C#CC	0	91 114 169 224 249 351 384 390 425 614 657 674 707 847 883 909 915 1057 1159 1166 1177 1411 1584 1652 2026
C1=CC2C3CC24C1CC34	0	27 49 242 261 279 302 352 363 692 746 755 926 943 1007 1019 1060 1117 1134 1163 1175 1232 1296 1358 1418 1433 1583 1604 1626 1652 1692 1792 1873 1886 2020
C#CC#CC#CCO	0	69 80 132 151 169 207 297 367 390 518 553 576 674 708 785 807 826 915 1020 1148 1151 1255 1365 1369 1493 1629 1642 1652
C1CNCCOCCNCCN1	0	9 260 263 302 471 523 656 715 755 856 926 957 1100 1114 1171 1502 1586 1652 1887 1938 2019
c1ccc2c(c1)sc1ccccc12	0	119 162 363 583 675 693 744 885 980 1073 1357 1371 1380 1404 1583 1652 1656 1672 1873 1928 1930 1938
C#CC#CC#CCC	0	80 91 118 132 151 169 297 367 390 407 467 553 576 674 785 795 915 1020 1057 1096 1148 1151 1255 1518 1629 1652 1768 1839
O=CCn1cccc1	0	67 80 272 363 431 650 694 935 988 1004 1084 1148 1168 1207 1337 1373 1478 1564 1652 1655 1712 1827 1873
C#CC1(C)NC1(C)C#C	0	91 134 169 371 390 440 674 909 915 989 1057 1060 1068 1114 1146 1304 1437 1652 1744 1748 1938 1971
C#CC(C)C#CC	0	1 23 91 130 169 351 384 390 418 605 634 674 900 915 982 984 1057 1063 1077 1083 1166 1273 1295 1428 1652 1673
CC1CC2OC3CCC132	0	38 49 75 91 184 302 388 467 506 656 840 926 1007 1019 1057 1060 1129 1213 1283 1345 1460 1531 1604 1611 1652 1669 1816 1854 1866 1921 2020 2037
CNC1C2OCC12C#N	0	49 91 234 302 606 623 656 663 674 790 802 926 977 1019 1048 1057 1060 1100 1113 1131 1152 1257 1384 1440 1612 1652 1736 1767 1773 1855 1875 1932 1956 1958
C#CCC	0	80 91 118 169 390 467 550 674 915 950 1057 1148 1228 1652 1690 1749 1839
C#CC#CCC#C	0	80 151 157 169 278 367 390 471 550 553 586 674 809 915 950 1020 1097 1148 1151 1404 1444 1454 1652 2021
C#CC(O)=NC(=O)CO	0	30 80 113 126 169 196 207 390 510 650 674 706 725 807 915 922 1148 1179 1294 1365 1497 1569 1627 1652 1715 1807 1837 1850 1873 1882 1917
OC1CC(O)C12CN2	0	49 168 185 239 302 387 529 742 807 817 856 926 994 1007 1019 1060 1107 1114 1341 1365 1504 1652 1938 1974
C#CC#CCCCC#N	0	80 151 169 367 390 471 553 585 669 674 745 762 790 915 933 966 1020 1024 1066 1089 1148 1151 1310 1384 1444 1652 1885 1988
C#CC(O)(C#C)C#C	0	54 67 114 169 345 357 390 674 807 826 883 915 1347 1365 1411 1652 1735
N=C1OCC2CC1C2	0	1 49 98 229 302 414 420 441 446 623 624 627 656 688 758 897 926 1007 1019 1132 1232 1380 1421 1437 1652 1690 2034 2037
CC1=C(C#N)C2CN2C1	0	43 49 91 239 302 351 379 514 599 674 746 790 909 926 935 1019 1057 1136 1144 1154 1168 1280 1367 1373 1380 1384 1467 1576 1587 1652 1674 1837 1854 1869
NCCO	0	80 207 462 521 616 673 807 997 1148 1171 1235 1365 1514 1652 1925 1961
CN=c1nc(C)o[nH]1	0	33 91 176 192 278 378 379 480 656 680 725 869 912 1057 1114 1195 1239 1280 1309 1353 1360 1380 1486 1593 1652 1800 1808 1855 1938 1999
CC#CC#CC1NC1C	0	38 49 91 351 384 570 580 674 745 929 940 945 1019 1020 1057 1114 1137 1166 1170 1232 1259 1342 1379 1538 1625 1635 1652 1685 1814 1938
N#CC#CC1(C#N)CN1	0	82 126 156 286 302 519 529 567 614 674 767 790 926 1020 1060 1114 1351 1384 1440 1652 1722 1794 1887 1938 1974
C#CC1(C)CN1C	0	91 134 169 266 302 349 390 674 702 782 804 909 915 926 928 935 1057 1060 1247 1320 1437 1601 1652 1863 1888 1951
CCC	0	80 91 650 684 1057 1148 1652 1662 1839
CC(C)O	0	1 91 538 654 807 1057 1083 1281 1365 1457 1484 1652 1673
c1cn2nccc2cn1	0	16 43 141 265 363 378 395 446 495 684 846 935 938 1012 1027 1067 1073 1184 1312 1380 1482 1522 1564 1595 1603 1649 1652 1683 1689 1757 1855 1873
OC1C(O)C(O)C1O	0	11 49 807 1019 1090 1092 1341 1365 1652 1875
CC(=O)OCC#CC#N	0	80 91 147 151 173 285 530 620 650 674 695 767 790 807 854 882 903 1020 1035 1057 1148 1384 1467 1618 1652 1688 1752 1766 1794 1917 1952
C#CC1C(C#N)C1C#N	0	49 169 390 437 472 610 634 674 790 855 915 1019 1164 1301 1384 1514 1539 1592 1652 1811
CC1(C)COC(=N)OC1	0	91 134 152 212 302 441 467 576 623 656 666 688 734 926 942 1057 1060 1366 1380 1437 1487 1537 1652 1858 1944
CCC#CC#N	0	80 91 118 151 407 467 674 767 790 854 860 1020 1057 1096 1148 1335 1384 1652 1768 1794 1839
N#CC#CCC#N	0	41 80 151 278 316 546 586 674 767 790 854 1020 1089 1148 1384 1652 1677 1785 1794
c1ccccc1	0	99 363 750 1652 1873
CCNCC	0	80 91 441 570 1057 1148 1152 1232 1537 1652 1676 1767 1797 1839 1932
CC12C3C1C1C3C12CO	0	1 49 70 80 91 134 207 572 601 804 806 807 876 940 1019 1057 1060 1138 1148 1315 1365 1490 1639 1652 1735 1767 1794 1926
N=C1OC2CC1C2	0	49 169 302 414 444 446 610 623 624 656 659 684 688 750 788 926 1007 1019 1380 1422 1437 1652
C#CC#CC1CC(=O)O1	0	49 107 169 272 302 314 353 367 390 553 650 656 662 674 750 819 915 926 970 1012 1019 1020 1151 1170 1228 1253 1380 1428 1490 1652 1668 1839
